combined_text,label,label_id
Cem Yılmaz'ın olgunluk dönemi gösterisi denebilir. Özellikle kadın-erkek ilişkileri ve Türklerin kendine özgü davranışları üzerine yapmış olduğu espri ve tespitler çok iyiydi. Kısa bir süre sonra şovundaki bir çok replik fenomen haline gelecektir. Dvd'sini ve ekstra bölümleri merakla bekliyoruz.,positive,2
Ürün çok güzel oturuyor 2 aydır kullanıyorum Hiç bir problem yok ancak bir ay gibi bi süre sonra kenarlardan açma yaptı Hava aldı şimdi ekranın sol tarafı komple sağ tarafı kısmi olarak hava almış vaziyette,negative,0
ben iki tane aldım arkadaşım memnun ben pek değilim açıkçası,neutral,1
Sipariş verdim sadece ön paneli geldi Fanın kendisi gelmedi,negative,0
İade ediyoruz . Her nedense sıfır alınmış gömleğimin katlanmış çizgilerini bile gideremedi urun güzel iyi gibi ama işlevde kirisik açmada yetersiz 2 ay içinde iade alması memnuniyet verici bu yüzden başka bir Philips modeline bakicam,negative,0
alışılmışın dışında bir film geröekten izlemeye değer tahminlerinizi yapın,neutral,1
hemen bozuldu. urun 5 veya 6 akşamdan sonra sadece kırmızı ışık verir oldu Fonme mekanizmasında sorun var hizli dönüyor tavsiye etmiyorum,negative,0
Beklediğimden daha iyi buldum Ve memnun kaldım,positive,2
"Filmde Jim Carrey, dost olunmak isteyen, baş belası, itici bir karakteri canlandırmış ...
Gerçek hayatta da çevremizde Jim Carrey'in canlandırdığı karaktere rastlayabiliriz ...
Dost olma bahanesiyle türlü soytarılıklar, şarlatanlıklar, yapan itici yapışkan insanlar vardır ...
Elini verir kolunu kaptırırsın ... İyi olsan bir dert kötü olsan ayrı bir sorun yaratırlar ...
Verilen önemli bir mesaj var: İnsanların kablolu TV'lere mahkum olup aptallaşması gibi ...",neutral,1
"duvara montajı zor, ürün idare eder. Ürün fiyat performans olarak iyi ancak duvara montajı zor kurulum şemasında sıralama yok önceden demonte ürün kurulumu yapmadıysanız zorlayıcı",neutral,1
Ürünler iyi ama horoz lojistik denen beladan biran önce kurtulun çünkü almış olduğum ürünleri 12 gün geçti yine de ulaştıramadı adrese gelmeden iletişim telefonundan aramadan sisteme adres yetersiz diye yalan beyan yazıyorlar bu düzenbazlardan biran önce kurtulun d market yoksa size zarar verecek 18 yıllık bir müşteriniz olarak söylüyorum,negative,0
Gerçekten harika. Gerçekten ben çok araştırdım fiyatına ve sınıfında en iyisi bu kargo çok hızlı müşteri hizmetleri çok yardımcı oldu hepsi buradaya teşekkürler,neutral,1
fena bir film değil hakkaten iyi film olmuş.çok bişey beklemeden denk gelirse izleyebilirsiniz.7/10,neutral,1
Ürün boyutu yanıltıcı. Ürün çapı resimde gözüktüğünden çok daha geniş 1 5 litrelik su şişelerini düşünün ben o kalınlıkta bekliyodum bu daha çok 5ltlik su şişesi kalınlığında,negative,0
tavsiyee. süt reçelini çok severim yanında minik tatlı kavanozdaki vişne reçeli hediyesini de çok beğendim tavsiye ederim,positive,2
Kaliteli ürün. Ürün çok kaliteli ve tam üstüme oldu Bu fiyata bu kalite için hepsiburada ya teşekkürler,positive,2
bana gelen üründe resimdeki gibi parlak değil Hızlı kargo teşekkürler,neutral,1
güçlendirmek gerekli. Ürünler güzel ve amaca hizmet ediyor ancak yerine göre yapışkan bandı daha güçlü bir band ile güçlendirmek gerekiyor Sık sık açılması gereken kapaklarda bu tip çok kullanışlı olmasa da açık kapaktan iyidir,neutral,1
Ne yazık ki Problemli. Ürün problemli çıktı Ses çıkışı arızalı video kayıtlarda sorun oluyor Telefonda bağırmadan anlaşılmıyorum ve arada takılıyor donma yapıyor,negative,0
guzel. guzel ve kullanisli cekim kuvveti iyi,neutral,1
hayal kırıklığı. ürünün teslimatı hızlı ve paketleme güzel yapılmış bunlar olumlu olan tek şey montajı çok uzun sürdü çünkü ayak takımlarının ve kapaklı rafın hiçbirinde vida delikleri yoktu hepsini kendim açtım Sadece alt ve üst tahtaların delikleri vardı Olmasa da şaşırmazdım ayrıca ayak plastikleri montaj ettikten sonra beyaz kısmın vidaları çıkmadı yukarı kaldirdigim zaman ayakları düşüyor Sadece hayal kırıklığı,negative,0
Tetikler işlemiyor bu zaten buna benzer tüm ürünlerde yaşanan bir problem en azından tutma yerleri şekil duruyor,neutral,1
"Klasik cinli,şeytanlı,ayetli,hadisli,üçüncü sınıf efekt,oyunculuk ve müzikli ""korku"" filmi... İzlemeye sadece geyik amaçlı gittiğim zaten seyirciye başka bir katkısı da olamayacak düzeyde vasat bir iş.Yine de sevenine iyi seyirler!",negative,0
Kandırıldım. Lastikler söylendiği gibi 2018 üretimi değil 2017 üretimi geldi Hepsiburadanın böyle birşey yapacağını düşünmediğim için tarihine bakmadan lastiği taktırdım taktırdıktan sonra farkettim,neutral,1
Robert Rodriguezin bir başyapıt çıkaracağını rüyamda görsem inanmazdım ama Frank Millerın eserine sadık kalma çalışmaları Tarantino gibi bir dehanında katkılarıyla unutulmaz bir fantastik Aksiyon. Özellikle Marv karakteri sinemanın en ünlü anti kahramanlarından biri olmuş durumda şimdiden.Son yıllarda Rodrigezin her projesiyle biraz daha saçmalaması ve batmasıyla ikinci ve üçüncü film hakkında beklentilerim oldukça düşsede işallah birkez daha yanıltırda bir kaç başyapıt daha görürüz.,positive,2
filmde aksiyon sahneleri güzel ama şu melekleri birbirleri ile kapıştırmalarına bir türlü anlam veremiyorum,neutral,1
mükemmel eser. gerçek bir biyografi anlatimi sade ve anlaşılır açıklayıcı ifadelerle süper bi eser ortaya çıkarılmış kitabın yarisindayim iştahla okuyorum cok güzel yeni bilgiler ogrendim hem fiyatda uygun herkese tavsiye ederim,neutral,1
süpheniz olmasın. Gerçekten işe yarayıp yaramayacağını çok düşündüm ve yorumlara istinaden denemekte fayda olduğuna karar verdim Vucudumu tamamen kavrıyor gayet rahat hareket edebiliyorum yürüyüşte kullanıyorum daha çok ve inanılmaz terletiyor hareket halindeyken işe yaradığını düşünüyorum ve kesinlikle tavsiye ediyorum,positive,2
Bence değmeyecek izlemeye zamana paraya gidilmemesi gereken film berbat frangman da güzel gördüm 2 ci bölümü terk ettim,negative,0
Okyanusun ortasında ve dibinde kalmanın ne kadar korkunç olabileceğini aklıma getirdi. Kadro dar tutulmuş ve köpek balıkları sahnelerini az buldum. Yine de denizaltı filmlerini sevenler için ortalama bir filmdi.,neutral,1
ağır. eğer şehirde kulanılacaksa13kgbirbebek arabasıiyideğildir7veyaen çok 8olmalıürünkabakatlanıyortekerler çokbüyükbagajsorunuolanlariçineksibirözelik,negative,0
"Bazen her şeyi bırakıp çekip gitmek mi istiyorsunuz?
Her şey çok fazla mı geliyor? Her şeyin, rekabetin, şiddetin, sevgisizliğin aşırısını mı yaşıyoruz?
Belki de artık basit ve doğal yaşam daha cazip gözüküyor...
Bazen ailemizi alıp, bazen tek başımıza çekip gidesimiz geliyor.

""Captain Fantastic"" filmi modern hayatı tamamen bırakmış, ormanda tek başlarına yaşayan bol çocuklu bir aileyi konu alıyor. Avlanan, tırmanan, dövüşen... Tüm bu ilkel hayatın yanında çocuklar, anne ve babaları tarafından eğitim alan çocuklar, anayasayı, klasik müzikleri, filozofları ve tüm ideolojileri öğrenmektedir. 
“Burada, yarattığımız şey belki de tüm insan varoluşu içerisinde eşsiz bir şey. Cumhuriyet dışında bir cennet yarattık. Çocuklarımız filozof kralları olacak. Bu, beni tarif edilmez şekilde mutlu ediyor... Burada iyiyiz. Hareketlerimizle tanımlanırız, sözlerimizle değil.”
Hayat onlar için bu şekilde devam ederken, anne önce hastalanır ve tedavi için ebeveynlerinin yanına gittiğinde intihar ederek bu dünyaya veda eder. Bu olay tüm aile derinde sarsar ancak özellikle küçük oğulları bu olaydan dolayı babasını suçlar ve ondan nefret eder...

Annenin cenaze törenine katılmak için aile yola çıkar, artık son bir görev vardır: Annenin isteği üzerine cesedin yakılması... Önlerindeki tek engel ise oldukça zengin büyük babadır...

Filmin en çarpıcı sahnelerinden biri, doğada son derece sağlıklı ve güçlü yetişen çocukların şehirdeki insanları gördükleri sırada verdikleri tepkidir:

“Bu kişiler hasta mı? Hepsi çok şişman...”                                    
“Kola ne baba? – Zehirli su...”

Baba çocuklarına şehir hayatına hakim sistemi anlatmaya çalışır. Demokrasi kılıfı altında rekabete ve tüketime dayandırılan kısır döngü mevcuttur.

“Amerikanın işi iştir... Demokrasimiz, insan tarihindeki sosyal adaletin parlak ışıklarından bir tanesi. Yine de birçok vatandaşımız başlıca sosyal etkileşimleri olarak çılgınlar gibi alışveriş yapar...” 

Yazının devamı blog'ta...",positive,2
yakjlaşık 13 gün önce verdiğim bu ürün halen neden kargolanmadı acaba,negative,0
tbrlrr. bende yorumların bir çoğunu okuyarak sipariş verdim teslimat çok iyi üründe mükemmel iki taraflı mutluluk,neutral,1
"İyi Fikir, Kötü Tasarım. Çok iyi düşünülmüş ama tasarım hataları bulunan bir ürün Kesici uçların biri sabit diğeri hareketli olduğu için kullanımı zor Kilitleme mandalı kullanım sırasında kendiliğinden kapanıyor Kesici uçları belirli açılarda döndürmeyi sağlayan mandal çok uyduruk tam sabitleme yapmıyor Böyle ürünlerin tasarımcıları önce bir prototip üzerinde eksik ve kusurları kendi gözleriyle görüp düzeltmeliler Ama bunun için önce müşteriye değer veren bir anlayışa sahip olmak gerekiyor İşte bu yüzden uluslararası rekabette hep kaybediyoruz Dünya ölçeğinde ilk 500 de 50 60 firmamız yoksa nedeni burada aranmalıdır",negative,0
Sari yaprakler . Güzel bitki yanliz 2 yaprake saridir oyüzden 2 yildiz düşünüyorum,neutral,1
pille çalıştığı için sanırım devri biraz düşük geldi ama bu fiyata iyi bir ürün,positive,2
Film mükemmel derecede dram üzüntü savaş ve aksiyon dolu. Piyasadakı birçok filmden daha olduğunu söyleyebilirim.,positive,2
süper bir film.konu sıradışı..başrol oyuncusunu jim carrey e benzettim.özürlü oyuncular gerçekten çok doğaldı zaten öyle olmalıydı senaryo gereği..kesinlikle denk gelirse kaçırmayın derim..,positive,2
benim hiç hoşlanmadığım filmlerden bir tanesi.,negative,0
genel. genel olarak si sıkıntı yok kargo 4 günde elime ulaştıtest etmeden bi yorumda bulunmak mantıksız ilerleyen zamanlarda kullanıp yorum yapacağım,neutral,1
Fiyat/Performans. Ürün fiyatına oranla gayet başarılı ve kullanışlıdır Herkese tavsiye ederim,positive,2
"aynı konu, aynı tarz, ,istismar sineamasının içine 3 boyut eklenmiş hali , bir filmi ilk kez üç boyutlu izledim zaten sırf bu yüzden gittim onun hatırına 10/5.",neutral,1
"Daha önce izlemediğimiz bir film değil.Baştan sona bilindik öykü.Deneyimli ama sert öğretmen,burnu havada öğrenci ve meslekte yavaş yavaş yükseliş... Sadece sonlara doğru biraz kıpırdanmaya başlıyor.",neutral,1
Kötü Kargo. Üründen bir şikayetim yok kargodan kırık bir şekilde geldi Geri göndermeye uğraşmamak için yapıştırıp kullanmak zorunda kaldım,neutral,1
ÇOK BAŞARILI. Ürün çok başarılı Aydınlatması umduğumdan daha iyi Sadece harf sayısının arttırılması gerektiğini düşünüyorum,positive,2
Çok basit bir konu. Konu cidden çok kötü ayrıca filme işlenmesi de başarısız Filmi sadece araba sahneleri için alacaksanız da bence bir kere daha düşünün çünkü hayal kırıklığına uğrayabilirsiniz,negative,0
Mukemmek herkese tavsiye ederim beyazlar bembeyaz renkliler capcanli,positive,2
Ürün fotodakinin aynısı Hiç hasarsiz saglam geldi Fakat gelen vidalar uyumsuz rafı patlattı Eşim akıllı vida takti Kullanılabilir iyi,neutral,1
Sen bidaha kargo gönderme. saat iyi ama sürat kargo 3 4 gün gelmedi sonra bütün gün evde olmama rağmen aşağı kapıya geldim evde yoktunuz tarzında yazı yazmışlar Ama saat hoş,neutral,1
Ürün zamanında teslim edildi Hem kaliteli hemde ucuzürünühiç tereddüt etmeden alabilirsiniz,positive,2
Başarısız. Çok hızlı kargoya verildi ve hemen ertesi gün elime ulaştı Ama ortasında küçük bir delik vardı ve kenar kısımları da kopacak gibi Basit ve ucuz bir ürün olsa bile yine de özen gösterilmeli Sonuçta seçerek alamıyoruz Satıcı defolu ürünlerini elden çıkarmak yerine kendisine alır gibi seçerek göndermeli,negative,0
beş para etmez. dandik almayın paraniza yazık 1 gün sonrakırıldı,negative,0
Prima. Prima kullanan annelerin ortam gorusunden yola çıkarak bende bebeğim için prima kullanmayı düşünüyorum bakalım ilk paketten sonra değerlendirmemi yapacagim,positive,2
Ucuz ve şık bir ürün.. Ürün gayet sağlam kutusundan geldi Hızlı kargoya teslim edildi Firmanın kesinlikle SÜRAT KARGO ile çalışmaması gerekiyor Bu kadar saçma bir kargo firması görmedim,positive,2
DİKKAT ÜCRETLİ KURULUM. Garanti başlatmak için Vestel ücret istiyor Alacak olanlara duyurulur,negative,0
sakın !!. sakın sakın sürekli takılıyor kaç kere msaya vurdum bilmiyorum,negative,0
KALİTELİ ÜRÜN HIZLI KARGO. Ürünü 01 02 2018 de akşam üzeri sipariş etmiştim ertesi gün 12 00 de elime ulaştı hızlı kargo ve özenle paketledikleri için hb ya teşekkürler ürün fiyatına göre beklentilerimi karşılıyor almak isteyenlere tavsiye ederim,positive,2
Garanti Belgesi. Ürün garantisi belirtildiği üzere Nikon Turkiye garantili değil Satıcı firmanın garantisi ile geliyor Alacak arkadaşların göz önünde bulundurması iyi olacaktır,negative,0
Şarjı çok çabuk bitiyor Kullanamıyorum,negative,0
Fiyat performans ürünü. Ürünün kokusu gerçekten çok güzel yeni kullanmaya başladım kokusu 5 6 saat gidiyor Piyasada 200 TL ile 400 TL arasında olan parfümleri yıllardır kullanıyorum bu yıl krizden dolayı uygun fiyatlı ürünlere yöneldim ve bu ürünü ilk kez deniyorum ve memnun kaldım,neutral,1
Prima varsa sıkıntı yokkkk. Bir baba olarak çocuğumun altını değiştirirken çok rahat ediyorum harika bir bez,positive,2
Homend hayal krıklığı oldu bu sefer.. Ürün kalitesi genel olarak iyi ancak süzgeç içinde küçük kalıyor ve çay koyarken devriliyor ve çaylar dışarı çıkıyor Süzgeç kötü değil çok kötü Kapağı oturuyor ve zorlamadan kesinlikle açılmıyor Yani demlik kısmı hiç güzel düşünülmemiş yoksa ürün genel olarak iyi görünse de kullanırken sıkıntı,neutral,1
aksiyonlu bilindik batman filmleri gibi ama eskilerden daha kaliteli görüntülere sahip.Özellikle batman’in arabası harika,positive,2
"eskiden kim kimdir? ansiklopedisinde okuduğum zaman çok etkilenmiştim vatel'den.filme pek istemeden gittim,vatel hakkında yeni şeyler öğrendim ama bir film olarak ağırdı.tim roth gibi bir oyuncu bile filmin renkleri ve kostümler arasında kayboldu.kısacası dönemi yansıtırken film uçtu gitti",neutral,1
vaktinde gelmedi. Ürün güzel fakat hepsiburada vasıtasıyla aldigim ürünvaktinde gelmedi,positive,2
Iyı ve kötü yanları . Ürünü buradaki yorumlara bakarak dışarıdan 180tl gibi daha uygun fiyata aldım motor çekim gücü harika pis su haznesi neredeyse 5 6 su tankı pis su alıyor bunlar güzel yanları kötü yanlarına gelince tüm aparatları kalitesi berbat pilastik 1 tane uzatma aparatı takarken kırıldı 2 yıkama ucuda suyun püskürtme basıncından kırıldı maknenin kendisine 8 veriyorsam aparatları 1 puan bile etmez simdi birde aparat parası bunları göz önünde bulundurun annem hala 15 yıllık makinesini kullanıyor çünkü aparatlar çelik yazık oldu,neutral,1
Cok güzeldi bu tür filmlerin devamını da bekliyoruz :),positive,2
Hayal kırıklığı . Çok gereksiz bir şey ayakkabi tabaninda durmadi bile yapıştırdığım gün düşmüş farkına bile varmadım,negative,0
çok geç. ürünü havale etmede çok geçikiyorsunuz 1 günü geçti havale daha gelmedi güven problemibe yol açmakta güzel düşünmüşsünüz ama uygulama çok hantal bu alış verişin en geç 15 dk içinde bitmesi gerek oysaki günler sürüyor,negative,0
fatura. ürün geldi ama faturası yok nedir buuu,negative,0
kinetix. kalıp normale gore cok az dar ama kalitesi orta segmentin üzerinde fiyatina gore cok cok iyi,positive,2
Saçma sapan absürt bir aşk peri masalı komedisi. Danny De Vito gibi bir usta komedyen bile bu filmde çekilmiyor.,negative,0
"Aslında ne romantik, ne de fazla komik olan bir romantik-komedi bu. Ama filmin anlatımı çok başarılı. Klişeler az. Şaşırtıcı sahneler var. Ben beğendim.",positive,2
"yönetmen, biyografik bir film çekiyor olmanın risklerini en alt düzeye indirmeyi başarmış. her ne kadar piafın hayatındaki bazı önemli ayrıntılar atlanmış ya da üstünkörü anlatılmış olsa da gerçeğe oldukça yakın bir çizgide yol almayı başarmış. değişik kurgu tekniği filmin dikkat çeken yönlerinden biri ama geçişler arasındaki bağlantılar daha sağlam oturtulabilinirdi. cotillardın muhteşem oyunculuğu konusundaki yorumlara katılmamak elde değil. filmin en büyük şansı da o olmuş zaten. ancak bu noktada makyajın payını da es geçmemek gerekir. dekordaki new york  manzaralarına takıldığımı ve bunların filmin rahatsız edici yanlarından biri olduğunu düşündüğümü belirtmeden geçemeyeceğim. bütünlüğü bozmuş, gereksiz durmuş.",neutral,1
"Arkadaşlar filmin Türkçe dublajını izlemeyin. Gary Oldman ve Tom Hardy'yi seslendiren arkadaşlar, hiç diksiyon dersi almamışlar. Gördüğüm en kötü seslendirmeydi...",neutral,1
Kumtel yerine luxell. kumtel marka sipariş ettim aynı ürünün modelinden luxell marka cıktı kargodan ama olsun hızlı isitiyor ve ise yarayan bir urun,negative,0
"Teneke Trampet,Nobel ödüllü Alman yazar Günter Grassın Danzig üçlemesinin ilk bölümü olan 1959dayazdığı romandır ve Volker Schlöndorff tarafından 1979da beyazperdeye aktarılmıştır.Film sahip olduğu konusu itibarıyla gayet cüretkar ve rahatsız edici bir takım sahneler içermektedir.Teneke Trampet rahatsız edici ve yorucu bir filmdir bununla beraber filmin atmosferi izleyiciyi tamameniçine çeker ve bu film izlerken insan kendini o dönemdeymiş gibi hisseder.Film yabancı dilde en iyi film oscar ödülü ile Cannes Film Festivalinde Altın Palmiye ödülü (Apocalypse Now ile paylaşarak) başta olmak üzere çeşitli festivallerden de ödülle dömüştür.Bp puanım: 10/10",positive,2
Ürün orta kalitede 2 hafta içinde elime ulaştı çok uzun bir zaman birde askılık için boruları unutmuşlar bakalım onlar kaç gün içerisinde gelir kendi başınıza yapılabilicek kolay bir ürün değil şarjlı matkap olmadan yapılamaz benim ürünümü montaj ekibi yaptı 2 kişi 1 saatten fazla sürdü fiyatına göre uygun,negative,0
Ben kendim pek beğenmedim. İçilebilir Ama aramalı olduğu için idare eder Rengi açık çay tadı az geliyor,negative,0
"İnanılmaz sıcak, sempatik, tatlı bir anne-kız filmi. Bir annenin kızının mutluluğu için haddinden fazla onun hayatına karışmasını çok eğlenceli ve bir o kadar da duygusal bir şekilde anlatmış film. Diane Keaton'ın usta oyunculuğunun yanında, Mandy Moore da kendi yaş grubunun gelecek vadeden oyuncularından biri olduğunu göstermiş.Romantik komedi sevenlere tavsiye ederim:)",positive,2
serinin ikinci ve en iyi filmi.her sahnesi mükemmel defalarca izlenebilecek bir başyapıt!!!!!!!!!!,positive,2
"Sanirim ayni filmi izledik(?!)
Nasil film yorumluyorsunuz? Anlamis degilim. Ayni filmi izlememe ragmen sizin yaptiginiz yorumlara katilmiyorum.Bence filmi birkez degil birkac kez izleyin.

Zaman kaybindan baska birsey degil

Saygilarimla...",negative,0
Çok Beğendim . Satıcı Şirin Hediye den aldım ve ürünler görselde ki gibi aynı hatta kupa bardak büyük ve daha güzel Hayat ağacı kolye çok şık Teşekkürler,positive,2
"Al Pacino, Sinema Tarihinin Gelmiş Geçmiş En Büyük Aktörüdür...

Bütün Güzel Filmlerde Oynayamaz ki... Bu yaştan sonra da her rolü ona veremezler zaten.. İşte sorun burda bence..

Ayrıca Rezalet dediğimiz filmleri bile bizim ""polisiye"" filmlerden iyidir.",positive,2
Standart iphone paket içeriği ile gelen kulaklığı referans alıp kıyaslama yapacak olursak daha vasat bir kulaklık Diğer JBL üst modellerini ise hiç denemedim muhtemelen muadili ya da daha iyisi de olabilir diğerleri Bu paraya alınabilir denenebilir,neutral,1
renkli basım olmali. anlatım çok iyi ama photoshop anlatılan bir kitabın içindeki resimlerin siyah beyaz olması çok anlamsız,negative,0
Ürünü alınca hemen açtım telefonun sol alt köşesinde parlaklık vardı ölü piksel hemen iade işlemini başlattım Tedarikçisi hepsiburadaydı özellikle buradan aldım ama telefon ellerine ulaşınca iade talebimin reddedildiğini gördüm hiç bir gerekçe yazılmamıştı Müşteri hizmetlerini aradım telefonu kullandığım için reddedildiğini söyledi sim kart takmadım telefonu açmadan nasıl arızalı olduğunu anlayabilirim dedim servis raporu gerektiğini falan söyledi tekrar talebimi aldılar Hepsiburda dan çok alış veriş yaptım ama bu tam bir hayal kırıklığı bakalım sonuç ne olacak birde kolay iade yazmışlar bu nasıl kolay iade Sonucu tekrar yazacağım,negative,0
ürüniyi ve kaliteli bir ürün değil alacaklara kesinlikle tavsiye etmem,negative,0
TAVSİYE EDEMEM. Fiyatına göre hiç iyi bir ürün değil Özellikle de teleskop,negative,0
özellikleri tam anlatıldığı gibi değil Zamanlaması nasıl çalışır belli deği ve aynı zamanda şarjının full olup olmadığı hiç belli olmuyor,neutral,1
Çok akıllıca. Çok büyük bir kolaylık olmuş düşünenin aklına sağlık,positive,2
Hoş koku kepeksiz saç kolay tarama uzun zamandır memnun kaldığım tek şampuan,positive,2
Kitabın baskısı çok kötü sayfalar yamuk basılmış Okumak için kitabı eğik tutmak zorunda kalıyorum,negative,0
fairy ilk tercihim her zaman yağlara kesin çözüm mis kokusu mükemmel,positive,2
Eh işte. Henüz tam randımanlı kullanım fırsatım olmadı Ufak tefek deneyimden 1 Vidalama iş görür Güçlü ve yeterli Kalite zorlamayla ortaya çıkar Yalnız güç birden geliyor Mandal yarım basılı yada tam basılı farketmiyor Bastığınız gibi tam devir Bu hoş değil Şarj 30 dakikada çok iyi 2 spiral güzwl am güç düşük Az zorlandığında oromarik duruyor Koruma durumu yani Amatör ve acil olmayan işler için tamam Keserken biraz bastırayım derseniz hemen zorlanma koruma devreye giriyor Bu fşyata iyden iyi,neutral,1
Ürünü beğenmedim. ürününün süngeri çok ince bekledigim gibi çıkmadı,negative,0
düşük kalite :(. Malzeme kalitesi oldukça düşük Uçlar ucunda durmuyor bol kalıyor tornavidayı aşağı çevirince düşüyor bir alyen ucun metalinde çatlak var plastik kapak çok zor açılıp kapanıyor muhtemelen birkaç kere açıp kapama sonrası da kopup gidecek ama bu fiyata sanırım daha kaliteli birşey beklemek de biraz hayal olurdu Bu açıdan fiyat performans oranı dengeli denilebilir,negative,0
Görüntü Kalitesi çok yetersiz. Ürün özelliklerde belirtilen özellikleri taşımıyor kenardan baktığınızda sarı gözüküyor Bilgisayar uyku moduna girince tekrar uyandırmak isterseniz monitörü tekrar açmanız gerekiyor,negative,0
aldıkları paranın sonuna kadar hakkını veiryorlar gayet güzel bir ürün teşekkürler senkron teknoloji,positive,2
Henüz okumadım Teşekkürler,positive,2
"“Şansa bakın, Camille Claudel´in hastaneye yatırılışı ile ilgili bir kitap okuyordum ki bunu Juliette ile aynı yaştayken yaşadığını öğrendim. Beynimde bir şimşek çaktı ve ‘işte bu!’ dedim. Hayatı hakkında, hastaneye yatırılışı hakkında tıbbi kayıtlar hariç hiçbir şey bilmemek hoşuma gitti. Elimde hiçbir şey olmaksızın bir senaryo yazmak da öyle.” diyor Bruno Dumont, tarihin en başarılı ve yaşamı en hüzünlü kadınlarından birini anlattığı son eserinin hayata geçirilişi hakkında. Daha önce Isabelle Adjani’nin beyazperdede hayat verdiği ünlü heykeltıraş Claudel, bu sefer yaşayan en büyük aktrislerden Juliette Binoche’un bedeninde hayat buluyor. Dumont’un eseri, Claudel’in Rodin tarafından terk edildikten sonra şizofreni ve paranoya belirtileri göstermesinin ardından bir akıl hastanesine yatırılmasının ertesinde küçük bir zaman dilimini anlatıyor. Sanat tarihinin en çok konuşulan ve üzerinde henüz bir haklılık-haksızlık konsensüsüne ulaşılmayan Rodin-Claudel aşkının, sanatın yönünü ne derece değiştirdiğini bilen herkes Claudel’in acı ve hüzünle yoğrulmuş 30 senelik akıl hastanesi öyküsünü de bilir.",positive,2
Paranız boşa gitmesin almayın !!!. Geçen ay aldım ürünü Hassal daraltıcı başlığı takınca kesinlikle almıyor Çünkü cımbızlar aşağıda kalıyor Tenine değmediği için bu yüzden de kılları almıyor Alsın diye bastırdığınızda başlık çıkıyor Başlıksız kullandığınızda da iki üç defa belki daha fazla üzerinden geçmeniz gerekiyor Bu seferde cildiniz zarar görüyor Her epilatörü kullandığım da cildim yara oluyor kızarıyor 3 gün geçmiyor Eğimli bir cımbız sistemi olduğu için heryere ulaşamıyor Ulaşması için bastırmanız gerekiyor Aldıktan 2gün sonra Arzum müşteri hizmetlerine mail atıp durumu anlattım Beni yetkili servise yönlendirdi Servis ne yapabilecek çok merak ediyorum SIFIR ürün Ve servise yönlendiriyor Ben ürünü daraltıcı başlık var diye aldım ama kesinlikle hatalı bir ürün O yüzden almayın pişman olursunuz,negative,0
İzmirde ne zaman izleyebilcez. bilgisi olan var mı?,negative,0
TELEFON GAYET GÜZEL KULANIŞLI KASMA YOK EKSİK OLAN BATARYASI ADAM GİBİ KULANSAN 1 GÜN YETMİYOR 6 SAAT KULANDIM SIFIRLANDI DİŞARDA OLDUĞUM İÇİN BAŞKASININ TELEFONUNDAN ARAYIP EVE BİLGİ VERDİM YANİ SONUÇTA 6 21 İNÇLİK BİR TELEFONA 3400 MAHLIK BİR BATARYA YETMEZ BU MÜMKÜN DEĞİL BATARYADA SINIFTA KALDI DERİM,neutral,1
Gerçek bi Al pacino hayranıysanız izlemeniz gereken bir film.Oyunculuk dersi veriyor ama sadece bu kadar.Film kesinlikle şaheser olmadığı aşikar.,neutral,1
çocuklar için çam kokusu... pino bana kalırsa iş yaşamında veya özel günlerde kullanımı uygun olmayan bir parfüm yetişkinler için de ne denli uygun o da tartışılır 10 20 yaş aralığındaki gençlere çok yakıştığını düşünüyorum ıslak çam ve hafif toprak kokusuna sahiptir ve gayet fresh bir koku,neutral,1
Daha önce rahatlıkla kullanıyorum sıkıntı yok tek kelimele mükemmel kokulu,positive,2
Güzel. Ömürlük kullanırım ben bunları Kırılma gibi bi ihtimali yok D,positive,2
Ürün güzel. Ürün dış tasarım olarak güzel ve sağlam ama ürünü biraz kullanınca sıcaklığı yükseliyor Tek sıkıntısı da bu sanırım Ama almaya değer hız olarak tatmin ediyor,positive,2
Tafsiye etmiyorum ürün saç kaynak bölgelerindensu sızdırıyor Fakat hepsiburada com teşekkür ederim ürünü hızlı ve sorunsuz iade kabül edildi,negative,0
Kalitesiz. Ürün orjinal ama bildiğimiz pier kalitesinde değil 30 derecede 1 kez yıkandığında size 1 yıldır giydiğiniz tşört havası veriyor 20 tl daha fazla verin popiler diğer markaları tercih edin,negative,0
